Data_de_Nascimento;Sexo;Renda_Familiar;Recebe_Auxilio;Q_Reprovacoes
05/01/1995;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;14
25/02/1996;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;4
23/02/1994;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;18
02/12/1963;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;12
27/12/1991;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;14
04/12/1991;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;6
07/01/1996;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;10
10/06/1986;F;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;1
17/01/1998;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;1
19/04/1995;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;2
15/04/1992;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO ALIMENTAÇÃO (EXCETO MOSSORÓ);3
11/09/1996;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;1
15/02/1992;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;2
26/10/1998;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;1
15/03/1992;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;2
17/10/1991;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;2
04/01/1987;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;10
30/11/1989;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);BOLSA APOIO AO ESPORTE;34
18/09/1980;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
09/04/2001;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;
08/11/1996;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;10
12/01/1992;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;23
27/10/1995;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);MORADIA ESTUDANTIL (EXCETO ANGICOS);2
01/06/1995;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);BOLSA PERMANÊNCIA ACADÊMICA;8
20/07/1988;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;3
15/12/1990;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;3
06/09/1995;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;10
24/08/1983;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;18
18/02/1995;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);AUXÍLIO ALIMENTAÇÃO (EXCETO MOSSORÓ);8
30/05/1993;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;16
21/03/1997;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;6
06/12/1980;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;
29/10/1992;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;18
07/02/1997;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;8
20/11/1995;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;12
03/11/1990;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;25
05/02/1987;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;1
06/10/1995;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;
20/01/1991;M;Renda familiar de 10 a 20 Salários Mínimos - (6.780,00 a 13.560,00);;22
08/08/1992;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;27
03/03/1990;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;16
30/11/1999;F;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;
29/03/1996;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;
16/07/1996;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;12
25/06/1999;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;1
21/12/1996;M;Renda familiar de 10 a 20 Salários Mínimos - (6.780,00 a 13.560,00);;
20/12/1993;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;11
20/12/1996;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;
10/02/1996;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;6
09/11/1994;M;Renda familiar de 10 a 20 Salários Mínimos - (6.780,00 a 13.560,00);;
16/01/1990;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;14
15/10/1998;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;1
13/09/1995;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
09/05/1992;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;5
07/12/1999;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;
18/09/1993;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;5
19/04/1995;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;1
12/12/1996;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;9
04/05/1994;F;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;25
26/04/1998;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;
03/05/1994;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;13
25/08/1993;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;7
16/05/1998;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);AUXÍLIO ALIMENTAÇÃO (EXCETO MOSSORÓ);3
17/05/1999;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO ALIMENTAÇÃO (EXCETO MOSSORÓ);8
08/11/1989;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;25
29/03/1990;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;12
14/02/1975;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;
26/12/1992;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;9
09/12/1991;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;14
30/12/1998;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
20/09/1994;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;17
11/05/1998;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);MORADIA ESTUDANTIL (EXCETO ANGICOS);
07/05/1993;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;
02/07/1984;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;7
18/10/1989;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
29/09/1995;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
14/06/1997;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;
17/03/1997;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);AUXÍLIO ALIMENTAÇÃO (EXCETO MOSSORÓ);7
11/03/1988;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;8
06/11/1995;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;13
01/06/1999;F;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;2
01/10/1997;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;7
22/10/1998;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;
28/03/1993;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;7
08/02/1985;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;6
08/03/1987;M;Renda familiar acima de 20 Salários Mínimos - (13.560,00 ou mais);;24
13/12/1994;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);BOLSA APOIO AO ESPORTE;8
06/01/1998;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;12
25/01/1995;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;6
12/10/1996;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;8
16/05/1995;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;2
03/07/1997;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);BOLSA PERMANÊNCIA ACADÊMICA;5
14/05/1993;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;8
13/05/1999;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;
06/11/1996;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO MORADIA;4
20/01/1995;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;3
23/12/1991;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;2
05/08/1993;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;12
14/04/1996;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);BOLSA PERMANÊNCIA ACADÊMICA;3
21/05/1996;M;Renda familiar de 10 a 20 Salários Mínimos - (6.780,00 a 13.560,00);;7
13/09/1996;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;12
14/02/1995;F;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;2
13/04/1995;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);BOLSA PERMANÊNCIA ACADÊMICA;3
19/04/1996;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
18/04/1996;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;15
19/09/1990;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;4
26/07/1994;F;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;4
11/11/1989;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;35
10/08/1999;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;3
16/07/1991;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;2
10/04/1997;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO MORADIA;12
07/05/1980;M;Renda familiar de 10 a 20 Salários Mínimos - (6.780,00 a 13.560,00);;
06/02/1993;F;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;3
22/02/1996;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;10
09/04/1994;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;
08/03/1990;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;3
20/01/1993;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);AUXÍLIO MORADIA;
20/11/1985;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;27
07/01/1999;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;3
15/06/1998;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;6
14/01/1999;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO MORADIA;3
05/10/1999;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;4
05/06/1992;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;3
17/08/1991;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;
02/04/1991;F;Renda familiar acima de 20 Salários Mínimos - (13.560,00 ou mais);;3
11/10/1994;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO DIDÁTICO-PEDAGÓGICO;2
10/09/1991;F;Renda familiar de 10 a 20 Salários Mínimos - (6.780,00 a 13.560,00);;6
15/04/1989;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;22
04/02/1998;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;9
03/09/1992;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;14
11/04/1995;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;7
03/03/2000;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
06/11/1996;M;Renda familiar acima de 20 Salários Mínimos - (13.560,00 ou mais);;4
05/07/1998;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
04/01/1998;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO ALIMENTAÇÃO (EXCETO MOSSORÓ);
18/05/1994;F;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;
30/10/1998;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;2
18/11/1994;F;Renda familiar de 10 a 20 Salários Mínimos - (6.780,00 a 13.560,00);;4
19/04/1997;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;3
02/04/1992;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;6
25/03/1997;F;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;
03/07/1994;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;18
13/12/1990;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;4
27/01/1996;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;7
17/01/1997;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;1
11/07/1996;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;5
02/12/1996;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;7
13/06/1990;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;11
26/11/1991;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;5
29/09/1994;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO ALIMENTAÇÃO (EXCETO MOSSORÓ);1
27/03/1999;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
13/01/1989;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;8
08/06/1993;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;6
10/10/1994;F;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;
26/08/1993;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;11
24/04/1992;F;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);BOLSA PERMANÊNCIA ACADÊMICA;20
08/12/1992;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO ALIMENTAÇÃO (EXCETO MOSSORÓ);2
18/09/1996;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;
03/01/1995;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);MORADIA ESTUDANTIL (EXCETO ANGICOS);
10/08/1996;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;15
02/06/1980;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;7
22/08/1995;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;3
01/11/1994;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;8
13/11/1997;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
07/06/1985;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;21
01/11/1990;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;1
13/08/1997;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;1
25/06/1993;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;8
22/08/1989;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;
01/10/1989;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;16
24/05/1997;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
03/07/1957;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;19
18/08/1994;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
28/05/1995;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);BOLSA PERMANÊNCIA ACADÊMICA;3
15/06/1996;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);MORADIA ESTUDANTIL (EXCETO ANGICOS);3
31/10/1995;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;12
05/09/1999;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO ALIMENTAÇÃO (EXCETO MOSSORÓ);
10/10/1997;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
25/03/1994;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;9
11/09/1992;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;12
24/07/1995;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;16
12/10/1997;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
21/07/1991;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;8
25/08/1996;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;4
02/09/1988;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;1
23/10/1997;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;2
20/07/1999;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;1
26/12/1992;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);BOLSA PERMANÊNCIA ACADÊMICA;2
10/04/1993;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;10
08/09/1995;F;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;7
25/06/1985;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;
24/09/1998;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO ALIMENTAÇÃO (EXCETO MOSSORÓ);
30/07/1994;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO MORADIA;5
22/08/1990;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;25
23/05/1991;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;8
13/06/1994;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO ALIMENTAÇÃO (EXCETO MOSSORÓ);5
19/09/1998;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
05/07/1994;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;1
10/02/1993;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;7
14/07/1994;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
11/06/1994;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);BOLSA PERMANÊNCIA ACADÊMICA;3
30/09/1990;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
05/08/1996;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;4
30/04/1992;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;
18/10/1993;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;28
28/05/1998;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;2
13/02/1996;F;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;
10/05/1997;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;
19/09/1998;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
05/11/1993;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;14
01/05/1998;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;
25/12/1997;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
05/02/1995;F;Renda familiar de 10 a 20 Salários Mínimos - (6.780,00 a 13.560,00);;1
03/05/1986;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;1
19/01/1994;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);BOLSA PERMANÊNCIA ACADÊMICA;11
21/06/1997;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO ALIMENTAÇÃO (EXCETO MOSSORÓ);7
16/10/1993;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;11
18/10/1995;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;5
18/10/1990;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;17
07/07/1997;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;1
26/08/1994;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;19
21/04/1995;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;8
29/04/1992;F;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;2
16/07/1998;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;
10/03/1997;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO TRANSPORTE;4
16/01/1979;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;1
22/10/1994;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;3
07/12/1996;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;2
06/04/1997;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
07/08/1995;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;
03/03/1993;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;
13/07/1996;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;
14/08/1996;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
03/01/1990;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;9
14/05/1998;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;9
08/03/1999;F;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;1
20/05/1999;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;2
23/04/1997;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;
22/08/1997;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;
12/03/1996;F;Renda familiar de 10 a 20 Salários Mínimos - (6.780,00 a 13.560,00);;2
